Fe,Co,Cr,Ni,Al,Ti
19,20,16,36,7,2
19,23,16,30,10,2
22,18,14,40,4,2
22,17,17,39,4,1
18,21,16,35,8,2
17,18,16,37,10,2
16,20,16,37,9,2
17,19,16,37,9,2
19,17,16,42,4,2
19,16,16,43,4,2
19,15,16,44,4,2
19,14,16,45,4,2
19,13,16,46,4,2
22,15,13,40,8,2
22,14,13,41,8,2
22,22,18,31,5,2
20,23,17,30,8,2
21,13,20,38,6,2
21,20,13,39,5,2
21,19,13,40,5,2
21,18,13,41,5,2
21,20,20,29,8,2
21,19,20,30,8,2
21,21,15,38,4,1
20,19,17,34,8,2
22,18,18,32,8,2
22,17,13,40,7,1
22,16,13,41,7,1
22,20,20,32,4,2
22,19,20,33,4,2
22,18,20,34,4,2
22,18,19,31,8,2
18,20,16,36,8,2
21,20,19,32,6,2
21,19,19,33,6,2
21,20,18,33,6,2
21,19,18,34,6,2
18,22,16,33,9,2
21,17,20,33,7,2
17,21,16,36,8,2
21,13,20,39,5,2
19,15,17,39,8,2
19,14,17,40,8,2
19,13,17,41,8,2
21,15,16,42,5,1
21,14,16,43,5,1
21,13,16,44,5,1
22,23,19,26,8,2
22,23,18,27,8,2
22,17,14,38,8,1
18,18,16,37,9,2
19,16,16,37,10,2
20,17,17,39,5,2
20,16,17,40,5,2
20,15,17,41,5,2
21,22,13,37,5,2
21,19,13,37,8,2
22,15,15,38,8,2
15,23,16,38,7,1
21,22,19,30,6,2
21,23,17,34,4,1
20,18,17,35,8,2
19,23,16,34,6,2
21,18,19,34,6,2
21,18,18,35,6,2
19,16,17,39,7,2
19,15,17,40,7,2
19,14,17,41,7,2
21,13,20,37,7,2
22,23,19,24,10,2
22,23,18,25,10,2
20,20,16,36,6,2
22,16,14,39,7,2
19,17,16,37,9,2
21,18,20,35,4,2
22,16,17,40,4,1
22,15,17,41,4,1
21,13,15,39,10,2
18,17,17,38,8,2
22,19,19,31,7,2
22,20,18,31,7,2
22,19,18,32,7,2
22,17,13,39,8,1
21,22,16,36,3,2
20,20,17,33,8,2
21,19,13,39,6,2
21,18,13,40,6,2
21,17,13,41,6,2
21,17,13,38,10,1
20,14,16,42,6,2
20,13,16,43,6,2
20,21,17,32,8,2
21,20,20,32,5,2
21,19,20,33,5,2
19,21,16,37,5,2
22,17,19,36,4,2
21,19,14,38,6,2
22,17,17,38,5,1
22,23,19,25,9,2
22,23,18,26,9,2
22,15,19,37,5,2
22,16,18,37,5,2
22,23,13,36,4,2
21,17,17,38,6,1
21,23,20,28,6,2
21,17,17,39,5,1
21,16,17,40,5,1
21,15,17,41,5,1
21,20,20,30,7,2
22,21,13,39,4,1
21,23,13,33,8,2
22,14,16,42,5,1
22,13,16,43,5,1
21,18,15,39,5,2
21,13,21,39,4,2
21,17,15,40,5,2
21,16,15,41,5,2
21,14,15,39,9,2
21,13,15,40,9,2
22,18,19,32,7,2
22,18,18,33,7,2
21,21,14,39,4,1
22,20,13,38,5,2
17,23,16,39,4,1
16,23,16,40,4,1
15,23,16,41,4,1
21,22,15,36,4,2
21,14,14,39,10,2
21,13,14,40,10,2
22,22,20,30,4,2
21,18,13,38,9,1
21,18,20,34,5,2
21,18,14,39,7,1
21,17,14,40,7,1
21,16,14,41,7,1
22,23,19,27,7,2
22,23,18,28,7,2
21,18,15,38,6,2
20,13,18,39,8,2
20,16,19,39,4,2
20,17,18,39,4,2
20,15,19,40,4,2
20,16,18,40,4,2
20,14,19,41,4,2
20,15,18,41,4,2
19,23,17,35,4,2
19,22,16,38,4,1
18,15,16,42,7,2
18,14,16,43,7,2
18,13,16,44,7,2
21,21,20,28,8,2
16,17,16,42,7,2
17,16,16,42,7,2
15,17,16,43,7,2
16,16,16,43,7,2
17,15,16,43,7,2
15,16,16,44,7,2
16,15,16,44,7,2
17,14,16,44,7,2
15,15,16,45,7,2
16,14,16,45,7,2
17,13,16,45,7,2
15,14,16,46,7,2
16,13,16,46,7,2
22,15,19,34,8,2
22,16,18,34,8,2
22,14,19,35,8,2
22,15,18,35,8,2
22,13,19,36,8,2
22,14,18,36,8,2
18,23,16,36,5,2
22,21,16,35,5,1
15,17,16,42,8,2
16,16,16,42,8,2
17,15,16,42,8,2
18,14,16,42,8,2
15,16,16,43,8,2
16,15,16,43,8,2
17,14,16,43,8,2
18,13,16,43,8,2
15,15,16,44,8,2
16,14,16,44,8,2
17,13,16,44,8,2
15,14,16,45,8,2
16,13,16,45,8,2
15,13,16,46,8,2
20,21,17,36,4,2
22,21,20,31,4,2
22,15,14,40,7,2
22,14,14,41,7,2
21,23,13,37,5,1
21,21,19,31,6,2
21,21,18,32,6,2
21,20,14,40,4,1
21,19,14,41,4,1
20,20,17,34,7,2
20,19,17,35,7,2
22,16,13,38,10,1
18,21,16,36,7,2
21,19,14,37,7,2
19,19,16,34,10,2
20,23,19,32,4,2
20,23,18,33,4,2
21,15,14,39,9,2
21,14,14,40,9,2
21,13,14,41,9,2
18,17,16,43,4,2
18,16,16,44,4,2
18,15,16,45,4,2
18,14,16,46,4,2
21,28,16,29,4,2
21,27,16,30,4,2
22,16,13,40,8,1
22,15,13,41,8,1
22,20,16,36,5,1
17,17,16,44,4,2
16,17,16,45,4,2
17,16,16,45,4,2
15,17,16,46,4,2
16,16,16,46,4,2
17,15,16,46,4,2
21,20,20,27,10,2
21,19,20,28,10,2
19,21,16,32,10,2
20,13,19,39,7,2
20,14,18,39,7,2
20,13,18,40,7,2
21,21,13,38,6,1
22,26,16,31,4,1
22,25,16,32,4,1
22,24,16,33,4,1
20,23,17,33,5,2
17,17,17,39,8,2
18,16,17,39,8,2
16,17,17,40,8,2
17,16,17,40,8,2
18,15,17,40,8,2
15,17,17,41,8,2
16,16,17,41,8,2
17,15,17,41,8,2
18,14,17,41,8,2
21,30,16,27,4,2
21,29,16,28,4,2
22,13,15,38,10,2
20,17,16,39,7,1
20,16,16,40,7,1
20,15,16,41,7,1
20,23,17,28,10,2
19,18,16,35,10,2
15,22,17,37,7,2
22,17,13,38,9,1
18,17,16,37,10,2
21,22,20,30,5,2
19,20,16,34,9,2
19,19,16,35,9,2
22,19,13,38,6,2
20,17,16,38,8,1
21,18,20,29,10,2
21,23,13,34,7,2
21,20,20,28,9,2
21,19,20,29,9,2
22,21,16,30,10,1
15,18,17,38,10,2
19,21,16,33,9,2
21,17,19,36,5,2
21,21,16,37,3,2
15,19,17,38,9,2
22,13,20,39,4,2
20,20,16,39,4,1
20,19,16,40,4,1
20,18,16,41,4,1
22,23,19,29,5,2
22,23,18,30,5,2
20,16,17,39,6,2
20,15,17,40,6,2
20,14,17,41,6,2
22,18,18,31,9,2
22,20,16,35,6,1
22,19,17,37,4,1
22,21,13,38,5,1
20,18,17,36,7,2
18,23,16,35,6,2
22,17,19,32,8,2
22,16,19,33,8,2
22,17,18,33,8,2
22,15,14,39,8,2
21,24,16,31,7,1
22,22,14,37,4,1
18,17,17,39,7,2
18,16,17,40,7,2
18,15,17,41,7,2
21,14,16,42,6,1
21,13,16,43,6,1
21,29,16,29,4,1
21,28,16,30,4,1
21,21,20,31,5,2
17,17,17,40,7,2
16,17,17,41,7,2
17,16,17,41,7,2
22,18,15,38,5,2
22,14,15,38,9,2
22,20,13,40,4,1
22,19,13,41,4,1
20,21,17,33,7,2
20,23,17,29,9,2
19,20,16,33,10,2
22,17,14,39,7,1
20,14,17,37,10,2
22,14,14,38,10,2
21,18,20,30,9,2
16,18,17,38,9,2
19,14,17,38,10,2
21,17,14,41,5,2
17,23,16,36,6,2
21,21,20,29,7,2
21,19,14,39,5,2
21,18,14,40,5,2
21,30,16,28,4,1
22,22,19,27,8,2
22,22,18,28,8,2
20,23,14,38,4,1
19,18,16,36,9,2
17,21,16,34,10,2
16,21,16,35,10,2
22,19,13,37,7,2
20,16,16,39,8,1
20,15,16,40,8,1
20,14,16,41,8,1
19,22,16,36,5,2
21,22,13,34,8,2
21,21,20,26,10,2
16,22,16,38,7,1
20,15,17,37,9,2
22,15,14,38,9,2
19,21,17,37,4,2
21,17,14,39,8,1
21,16,14,40,8,1
21,15,14,41,8,1
20,17,17,36,8,2
22,23,17,33,4,1
20,23,17,32,6,2
19,15,17,38,9,2
22,20,15,38,4,1
22,20,13,38,6,1
15,21,16,36,10,2
22,23,14,35,4,2
21,18,13,42,4,2
21,17,13,43,4,2
21,16,13,44,4,2
21,15,13,45,4,2
21,14,13,46,4,2
22,16,17,38,6,1
18,21,16,34,9,2
17,21,16,35,9,2
22,15,15,39,7,2
22,14,14,40,8,2
22,13,14,41,8,2
22,13,19,34,10,2
22,14,18,34,10,2
22,13,18,35,10,2
21,21,20,27,9,2
22,20,15,37,4,2
21,16,17,39,6,1
21,15,17,40,6,1
21,14,17,41,6,1
22,13,16,42,6,1
21,18,14,37,8,2
21,18,15,38,7,1
15,22,16,39,7,1
22,16,14,40,7,1
22,15,14,41,7,1
16,21,16,36,9,2
22,23,15,34,4,2
18,20,16,34,10,2
17,20,16,35,10,2
18,19,16,35,10,2
18,23,17,36,4,2
21,22,17,35,4,1
20,13,18,38,9,2
21,19,16,39,3,2
21,18,16,40,3,2
18,21,16,33,10,2
21,20,20,31,6,2
21,19,20,32,6,2
22,16,17,39,5,1
19,22,16,35,6,2
21,17,19,38,4,1
22,14,19,34,9,2
22,15,18,34,9,2
22,13,19,35,9,2
22,14,18,35,9,2
22,13,18,36,9,2
18,22,16,39,4,1
17,22,16,40,4,1
16,22,16,41,4,1
22,23,20,25,8,2
22,21,16,34,6,1
22,14,13,39,10,2
20,22,14,38,4,2
15,18,17,39,9,2
16,20,16,36,10,2
17,19,16,36,10,2
19,13,17,39,10,2
22,21,14,37,4,2
22,22,19,28,7,2
22,22,18,29,7,2
22,19,14,38,5,2
18,20,16,35,9,2
22,19,16,36,6,1
20,22,16,37,4,1
21,15,13,42,7,2
21,14,13,43,7,2
21,13,13,44,7,2
21,18,20,33,6,2
22,15,19,32,10,2
22,16,18,32,10,2
22,14,19,33,10,2
22,15,18,33,10,2
22,16,19,31,10,2
22,17,18,31,10,2
22,23,20,23,10,2
22,22,19,25,10,2
22,22,18,26,10,2
21,21,16,36,5,1
21,21,14,38,5,1
22,20,19,32,5,2
22,19,19,33,5,2
22,20,18,33,5,2
22,19,18,34,5,2
22,16,14,39,8,1
22,15,13,39,9,2
22,14,15,40,7,2
22,13,15,41,7,2
18,18,16,36,10,2
22,20,14,39,4,1
16,21,19,38,4,2
17,21,18,38,4,2
21,17,17,37,7,1
17,20,16,36,9,2
18,19,16,36,9,2
19,18,19,38,4,2
19,19,18,38,4,2
19,14,17,39,9,2
19,13,17,40,9,2
20,23,13,39,4,1
21,16,14,38,10,1
22,17,15,38,7,1
21,26,16,31,5,1
21,25,16,32,5,1
21,24,16,33,5,1
21,16,15,42,4,2
21,15,15,43,4,2
21,14,15,44,4,2
21,13,15,45,4,2
17,21,17,38,5,2
19,19,17,38,5,2
21,17,20,30,10,2
21,16,13,39,10,1
21,15,13,40,10,1
21,14,13,41,10,1
22,17,17,36,6,2
16,17,17,38,10,2
17,16,17,38,10,2
18,15,17,38,10,2
20,21,17,31,9,2
21,22,20,29,6,2
22,16,19,34,7,2
22,17,18,34,7,2
22,15,19,35,7,2
22,16,18,35,7,2
22,14,19,36,7,2
22,15,18,36,7,2
22,18,13,37,8,2
22,16,19,32,9,2
22,17,18,32,9,2
22,15,19,33,9,2
22,16,18,33,9,2
22,17,19,31,9,2
22,23,20,24,9,2
22,22,19,26,9,2
22,22,18,27,9,2
22,15,17,40,5,1
22,14,17,41,5,1
21,14,19,38,7,1
21,15,18,38,7,1
22,18,19,34,5,2
22,18,18,35,5,2
19,17,16,36,10,2
21,19,17,38,3,2
21,23,13,31,10,2
21,21,16,35,6,1
21,17,14,38,9,1
22,18,20,31,7,2
22,13,13,40,10,2
18,21,16,37,6,2
20,19,17,32,10,2
21,18,15,37,7,2
20,18,17,34,9,2
20,20,17,31,10,2
21,16,17,37,8,1
19,20,16,37,6,2
21,17,13,39,9,1
21,16,13,40,9,1
21,15,13,41,9,1
21,20,16,36,6,1
21,17,13,37,10,2
20,22,19,33,4,2
20,22,18,34,4,2
17,17,17,38,9,2
18,16,17,38,9,2
22,23,20,26,7,2
19,22,17,36,4,2
21,22,13,35,7,2
20,15,17,42,4,2
20,14,17,43,4,2
20,13,17,44,4,2
22,14,15,39,8,2
22,16,17,37,7,1
21,21,13,39,5,1
22,14,20,34,8,2
21,23,13,32,9,2
22,15,14,38,10,1
21,17,19,35,6,2
21,13,19,38,8,1
21,14,18,38,8,1
22,15,14,40,8,1
22,14,14,41,8,1
20,18,19,37,4,2
20,19,18,37,4,2
21,23,14,32,8,2
20,22,17,34,5,2
22,14,13,40,9,2
22,13,13,41,9,2
21,20,15,39,4,1
21,19,15,40,4,1
21,18,15,41,4,1
20,18,17,33,10,2
22,19,14,40,4,1
22,18,14,41,4,1
22,20,19,29,8,2
22,19,19,30,8,2
22,20,18,30,8,2
21,22,15,37,4,1
20,20,17,32,9,2
20,19,17,33,9,2
16,23,16,38,6,1
21,17,15,38,8,1
21,18,14,39,6,2
21,17,14,40,6,2
21,16,14,41,6,2
15,15,16,42,10,2
16,14,16,42,10,2
17,13,16,42,10,2
15,14,16,43,10,2
16,13,16,43,10,2
15,13,16,44,10,2
15,23,19,37,4,2
16,23,18,37,4,2
21,18,13,37,9,2
20,22,13,39,4,2
22,17,19,33,7,2
22,23,13,32,8,2
22,20,13,37,7,1
22,20,14,38,5,1
20,19,17,37,5,2
22,22,19,30,5,2
21,20,13,40,5,1
21,19,13,41,5,1
21,21,13,37,7,1
22,16,14,38,9,1
21,23,17,31,7,1
15,22,16,38,8,1
21,30,16,24,8,1
21,29,16,25,8,1
21,28,16,26,8,1
21,27,16,27,8,1
21,26,16,28,8,1
21,25,16,29,8,1
21,24,16,30,8,1
22,15,17,37,8,1
20,22,17,29,10,2
22,15,13,39,10,1
22,14,19,37,6,2
22,15,18,37,6,2
21,25,16,31,6,1
21,24,16,32,6,1
21,17,15,39,6,2
21,16,15,40,6,2
21,15,15,41,6,2
15,16,16,42,9,2
16,15,16,42,9,2
17,14,16,42,9,2
18,13,16,42,9,2
15,15,16,43,9,2
16,14,16,43,9,2
17,13,16,43,9,2
15,14,16,44,9,2
16,13,16,44,9,2
15,13,16,45,9,2
15,17,17,39,10,2
16,16,17,39,10,2
17,15,17,39,10,2
18,14,17,39,10,2
15,16,17,40,10,2
16,15,17,40,10,2
17,14,17,40,10,2
18,13,17,40,10,2
15,15,17,41,10,2
16,14,17,41,10,2
17,13,17,41,10,2
21,14,13,42,8,2
21,13,13,43,8,2
22,21,19,31,5,2
22,21,18,32,5,2
18,22,16,36,6,2
21,17,14,42,4,2
21,16,14,43,4,2
21,15,14,44,4,2
21,14,14,45,4,2
21,13,14,46,4,2
21,20,13,39,6,1
21,19,13,40,6,1
21,18,13,41,6,1
22,15,17,39,6,1
21,23,21,25,8,2
22,18,14,37,7,2
22,19,13,39,5,2
22,16,20,32,8,2
22,15,20,33,8,2
22,17,20,31,8,2
22,13,15,40,8,2
22,22,13,37,5,1
21,22,13,37,6,1
22,23,18,29,6,2
20,15,16,38,10,1
22,16,15,38,8,1
16,21,17,37,7,2
20,22,17,30,9,2
19,23,17,31,8,2
22,16,13,39,9,1
16,21,17,39,5,2
15,21,17,40,5,2
18,19,19,38,4,2
18,20,18,38,4,2
16,17,17,39,9,2
17,16,17,39,9,2
18,15,17,39,9,2
15,17,17,40,9,2
16,16,17,40,9,2
17,15,17,40,9,2
18,14,17,40,9,2
15,16,17,41,9,2
16,15,17,41,9,2
17,14,17,41,9,2
18,13,17,41,9,2
17,20,19,38,4,2
21,14,17,37,10,1
22,22,17,34,4,1
20,22,17,33,6,2
18,20,17,38,5,2
21,23,21,23,10,2
22,23,19,28,6,2
22,22,20,26,8,2
22,20,19,30,7,2
16,21,17,38,6,2
16,23,17,37,5,2
21,30,16,22,10,1
21,29,16,23,10,1
21,30,16,23,9,1
21,28,16,24,10,1
21,29,16,24,9,1
21,27,16,25,10,1
21,28,16,25,9,1
21,26,16,26,10,1
21,27,16,26,9,1
21,25,16,27,10,1
21,26,16,27,9,1
21,24,16,28,10,1
21,25,16,28,9,1
21,24,16,29,9,1
20,16,16,38,9,1
15,23,16,39,6,1
19,18,17,37,7,2
21,19,17,37,5,1
19,18,17,39,5,2
21,22,17,35,3,2
22,28,16,29,4,1
22,27,16,30,4,1
22,18,14,38,6,2
21,17,15,37,8,2
17,23,16,38,5,1
22,14,13,40,10,1
22,13,13,41,10,1
21,15,17,37,9,1
15,20,16,42,5,2
16,19,16,42,5,2
15,19,16,43,5,2
21,20,14,38,6,1
22,25,16,31,5,1
22,24,16,32,5,1
20,17,17,34,10,2
20,16,17,35,10,2
22,20,13,39,5,1
21,23,21,24,9,2
20,14,16,39,10,1
20,13,16,40,10,1
22,21,19,28,8,2
22,21,18,29,8,2
22,13,19,38,7,1
22,14,18,38,7,1
19,18,17,38,6,2
21,20,13,36,8,2
15,21,19,39,4,2
16,21,18,39,4,2
15,21,18,40,4,2
19,18,18,39,4,2
22,18,13,39,6,2
20,19,16,38,6,1
22,14,17,40,6,1
22,13,17,41,6,1
22,30,16,27,4,1
22,29,16,28,4,1
22,18,13,40,5,2
22,17,13,41,5,2
21,18,21,31,7,2
21,16,19,36,6,2
21,17,18,36,6,2
17,21,16,38,7,1
21,13,19,39,7,1
21,14,18,39,7,1
21,13,18,40,7,1
21,15,15,38,10,1
21,13,18,39,8,1
21,22,17,31,8,1
20,15,17,36,10,2
22,17,15,38,6,2
22,20,19,27,10,2
22,19,19,28,10,2
22,20,18,28,10,2
22,19,18,29,10,2
22,13,17,37,10,1
21,23,14,33,7,2
21,30,16,25,7,1
21,29,16,26,7,1
21,28,16,27,7,1
21,27,16,28,7,1
21,26,16,29,7,1
21,25,16,30,7,1
17,18,16,42,5,2
16,18,16,43,5,2
15,18,16,44,5,2
21,23,21,26,7,2
22,22,15,35,4,2
22,15,13,40,9,1
22,14,13,41,9,1
22,19,13,39,6,1
22,19,13,37,8,1
21,23,13,35,6,2
20,17,17,35,9,2
21,17,15,39,7,1
21,16,15,40,7,1
21,15,15,41,7,1
21,17,20,36,4,2
16,23,17,34,8,2
15,23,17,35,8,2
22,17,15,39,5,2
22,13,15,39,9,2
20,15,16,39,9,1
20,14,16,40,9,1
20,13,16,41,9,1
20,23,20,31,4,2
22,23,13,33,7,2
21,14,21,34,8,2
22,13,14,39,10,2
21,23,17,33,5,1
21,13,18,38,9,1
20,20,16,38,5,1
22,13,20,34,9,2
22,13,18,38,8,1
22,13,20,38,5,2
21,23,13,36,5,2
21,16,15,38,9,1
21,17,16,41,3,2
21,25,16,31,5,2
21,24,16,32,5,2
20,16,17,36,9,2
22,18,19,29,10,2
22,18,18,30,10,2
22,20,19,28,9,2
22,19,19,29,9,2
22,20,18,29,9,2
22,19,18,30,9,2
22,14,17,37,9,1
16,21,16,39,7,1
15,21,16,40,7,1
15,23,17,37,6,2
21,14,14,42,7,2
21,13,14,43,7,2
22,22,20,27,7,2
22,19,14,38,6,1
16,24,16,39,4,1
15,24,16,40,4,1
21,14,20,35,8,2
21,13,20,36,8,2
22,17,14,37,8,2
21,23,13,34,8,1
21,20,13,37,8,1
22,19,13,40,5,1
22,18,13,41,5,1
22,14,14,39,9,2
19,23,17,32,7,2
22,16,19,38,4,1
22,17,18,38,4,1
22,14,20,32,10,2
22,13,20,33,10,2
22,15,20,31,10,2
22,18,17,37,5,1
21,22,14,33,8,2
22,22,20,24,10,2
22,15,20,37,4,2
22,17,13,40,6,2
22,16,13,41,6,2
22,14,15,38,10,1
20,18,17,37,6,2
22,18,19,30,9,2
16,23,16,39,5,1
22,19,15,39,4,1
15,23,16,40,5,1
19,19,16,38,7,1
22,21,19,29,7,2
22,21,18,30,7,2
22,30,16,23,8,1
22,29,16,24,8,1
22,28,16,25,8,1
22,27,16,26,8,1
22,26,16,27,8,1
22,25,16,28,8,1
22,24,16,29,8,1
22,23,13,33,8,1
21,15,14,39,10,1
21,14,14,40,10,1
21,13,14,41,10,1
21,23,16,35,3,2
22,22,13,33,8,2
15,13,16,47,7,2
20,18,16,39,6,1
21,21,17,36,3,2
18,23,17,32,8,2
17,23,17,33,8,2
18,19,17,37,7,2
21,16,14,37,10,2
21,15,15,37,10,2
21,16,19,39,4,1
21,17,18,39,4,1
21,15,19,40,4,1
21,16,18,40,4,1
21,14,19,41,4,1
21,15,18,41,4,1
17,20,17,37,7,2
18,19,17,39,5,2
15,21,17,37,8,2
20,19,16,39,5,1
22,24,16,31,6,1
17,20,17,39,5,2
16,20,17,40,5,2
17,19,17,40,5,2
15,20,17,41,5,2
16,19,17,41,5,2
22,18,13,40,6,1
22,17,13,41,6,1
22,23,20,28,5,2
21,16,21,32,8,2
21,15,21,33,8,2
21,17,21,31,8,2
22,23,17,32,5,1
21,21,13,35,8,2
15,21,17,39,6,2
22,16,15,40,5,2
22,15,15,41,5,2
22,15,20,34,7,2
21,22,17,32,7,1
21,13,21,38,5,2
22,15,20,32,9,2
22,14,20,33,9,2
22,21,19,26,10,2
22,21,18,27,10,2
22,16,20,31,9,2
18,13,16,47,4,2
22,22,20,25,9,2
20,23,13,38,5,1
21,20,15,38,5,1
15,16,16,47,4,2
16,15,16,47,4,2
17,14,16,47,4,2
15,15,16,48,4,2
16,14,16,48,4,2
17,13,16,48,4,2
22,15,15,38,9,1
21,20,14,39,5,1
21,19,14,40,5,1
21,18,14,41,5,1
22,13,21,38,4,2
18,19,17,38,6,2
21,22,13,32,10,2
22,22,14,36,4,2
17,20,17,38,6,2
21,23,15,31,8,2
22,25,16,31,4,2
22,24,16,32,4,2
21,16,14,39,9,1
21,15,14,40,9,1
21,14,14,41,9,1
15,19,19,38,7,2
15,20,18,38,7,2
16,19,18,38,7,2
22,16,15,39,7,1
21,20,17,37,3,2
20,21,13,38,7,1
21,17,14,37,9,2
18,18,17,40,5,2
21,16,15,37,9,2
20,18,16,40,5,1
17,18,17,41,5,2
17,22,16,38,6,1
21,23,24,22,8,2
21,23,23,23,8,2
21,23,22,24,8,2
22,19,14,37,7,1
21,22,21,26,8,2
20,22,13,40,4,1
16,22,19,37,4,2
17,22,18,37,4,2
22,21,19,27,9,2
22,21,18,28,9,2
21,19,17,34,8,1
21,23,17,32,6,1
15,19,16,42,6,2
22,13,14,40,9,2
20,19,16,37,7,1
21,23,21,29,4,2
22,18,14,39,5,2
19,22,17,32,8,2
21,23,15,29,10,2
18,18,19,39,4,2
18,19,18,39,4,2
18,18,18,40,4,2
21,22,13,33,9,2
22,29,16,22,10,1
22,30,16,22,9,1
22,28,16,23,10,1
22,29,16,23,9,1
22,27,16,24,10,1
22,28,16,24,9,1
22,26,16,25,10,1
22,27,16,25,9,1
22,25,16,26,10,1
22,26,16,26,9,1
22,24,16,27,10,1
22,25,16,27,9,1
22,24,16,28,9,1
16,20,19,39,4,2
17,19,19,39,4,2
17,20,18,39,4,2
15,20,19,40,4,2
16,19,19,40,4,2
16,20,18,40,4,2
17,18,19,40,4,2
17,19,18,40,4,2
15,19,19,41,4,2
15,20,18,41,4,2
16,18,19,41,4,2
16,19,18,41,4,2
17,18,18,41,4,2
16,18,19,38,7,2
17,18,18,38,7,2
21,17,20,34,6,2
21,23,14,30,10,2
21,22,14,34,7,2
17,23,17,34,7,2
16,23,17,35,7,2
21,21,13,37,6,2
22,18,15,40,4,1
22,20,20,28,8,2
22,19,20,29,8,2
22,17,15,41,4,1
18,20,16,38,7,1
21,23,22,22,10,2
19,18,16,39,7,1
21,16,15,39,8,1
21,15,15,40,8,1
21,14,15,41,8,1
21,22,14,37,5,1
22,20,19,31,6,2
22,19,19,32,6,2
22,20,18,32,6,2
22,19,18,33,6,2
22,22,17,31,7,1
22,17,20,32,7,2
22,16,20,33,7,2
22,23,13,30,10,2
22,23,13,34,7,1
22,22,13,34,7,2
15,22,18,38,5,2
21,18,17,35,8,1
21,15,20,37,5,2
21,20,14,37,7,1
16,22,16,39,6,1
15,22,16,40,6,1
22,19,15,38,5,1
16,18,16,42,6,2
15,18,16,43,6,2
21,28,16,29,5,1
21,27,16,30,5,1
21,23,17,30,8,1
15,23,17,36,7,2
22,17,15,37,7,2
21,23,15,30,9,2
22,16,13,37,10,2
22,14,14,39,10,1
21,18,17,37,6,1
21,23,14,31,9,2
21,13,14,42,8,2
22,18,20,30,8,2
22,22,18,30,6,2
21,23,23,22,9,2
21,23,22,23,9,2
22,15,15,40,7,1
22,14,15,41,7,1
22,18,19,33,6,2
22,18,18,34,6,2
22,17,19,35,5,2
15,25,16,39,4,1
21,30,16,27,5,1
21,29,16,28,5,1
20,23,16,32,8,1
22,30,16,24,7,1
22,29,16,25,7,1
22,28,16,26,7,1
22,27,16,27,7,1
22,26,16,28,7,1
22,25,16,29,7,1
22,24,16,30,7,1
22,23,13,31,9,2
17,20,16,39,7,1
18,19,16,39,7,1
16,20,16,40,7,1
17,19,16,40,7,1
15,20,16,41,7,1
16,19,16,41,7,1
21,20,17,33,8,1
22,23,17,31,6,1
22,23,14,31,8,2
21,23,17,28,10,1
22,19,14,39,5,1
21,13,21,34,9,2
22,13,18,39,7,1
21,23,14,35,5,2
22,23,14,36,4,1
22,17,13,37,9,2
22,15,14,39,9,1
22,17,14,40,5,2
22,16,14,41,5,2
16,21,16,38,8,1
18,23,17,33,7,2
15,23,17,34,9,2
21,23,25,22,7,2
21,23,24,23,7,2
21,23,23,24,7,2
21,23,22,25,7,2
21,13,13,47,4,2
17,22,17,37,5,2
21,22,21,27,7,2
21,20,14,35,8,2
20,21,17,30,10,2
22,22,13,34,8,1
21,20,15,37,5,2
17,22,17,34,8,2
16,22,17,35,8,2
22,20,20,31,5,2
22,19,20,32,5,2
22,17,19,30,10,2
20,22,18,31,7,2
21,23,13,35,7,1
21,20,17,34,7,1
21,19,17,35,7,1
22,22,19,29,6,2
18,18,16,40,7,1
17,18,16,41,7,1
21,13,22,34,8,2
21,25,17,31,4,2
21,24,17,32,4,2
22,18,17,34,8,1
18,22,16,38,5,1
21,13,20,35,9,2
19,16,16,42,5,2
19,15,16,43,5,2
19,14,16,44,5,2
19,13,16,45,5,2
21,14,21,32,10,2
21,13,21,33,10,2
21,23,17,29,9,1
20,22,13,38,6,1
21,15,21,31,10,2
22,23,17,29,8,1
21,22,21,24,10,2
21,19,14,36,8,2
21,23,15,34,5,2
22,23,20,27,6,2
16,20,17,37,8,2
17,19,17,37,8,2
20,16,19,38,5,2
20,17,18,38,5,2
15,26,16,38,4,1
16,25,16,38,4,1
17,24,16,38,4,1
22,20,20,29,7,2
22,19,20,30,7,2
16,23,17,32,10,2
15,23,17,33,10,2
17,23,17,31,10,2
20,20,13,38,7,2
15,22,17,36,8,2
16,20,17,39,6,2
17,19,17,39,6,2
15,20,17,40,6,2
16,19,17,40,6,2
15,19,17,41,6,2
15,19,18,39,7,2
22,15,15,39,8,1
22,13,14,40,10,1
21,23,15,32,7,2
20,15,19,37,7,2
20,16,18,37,7,2
21,13,15,42,7,2
22,18,20,33,5,2
15,21,16,39,8,1
21,18,17,36,7,1
22,14,13,42,7,2
22,13,13,43,7,2
22,18,14,37,8,1
21,21,13,36,7,2
20,14,19,37,8,2
20,15,18,37,8,2
22,20,17,32,8,1
22,19,17,33,8,1
20,23,16,33,7,1
21,15,21,34,7,2
22,23,17,27,10,1
21,21,14,37,5,2
21,19,15,38,6,1
15,19,18,38,8,2
19,22,17,33,7,2
21,15,21,32,9,2
21,14,21,33,9,2
21,16,21,31,9,2
21,19,14,39,6,1
21,18,14,40,6,1
21,17,14,41,6,1
21,22,21,25,9,2
18,18,17,37,8,2
20,23,16,36,4,1
22,21,20,27,8,2
22,17,14,41,5,1
21,27,16,29,6,1
